Sponsor Name,Sponsor Number,Site Name,Site Number,SiteId,Claim Date,Claim Status,Site Classification,Site Type,Brk Type,Free Eligible Students,Rdc Eligible Students,Paid Eligible Students,Total Eligible Students,Total Milk Enrollment,Afterschool Snack Participation,ASP Jul,ASP Aug,ASP Sep,ASP Oct,ASP Nov,ASP Dec,ASP Jan,ASP Feb,ASP Mar,ASP Apr,ASP May,ASP Jun,SSO Snk Participation,Lunch Operating Days,ADP Lunch,Breakfast Operating Days,ADP SNB,ADP Brk,Snack Operating Days,ADP Low Snack,ADP High Snack,SSO Operating Days,ADP SSO Lunch,ADP SSO SNB,ADP SSO Brk,ADP SSO Snk,Milk Operating Days,ADP Milk,Free Lunches,Rdc Lunches,Paid Lunches,Total Lunches (No SSO),Free Breakfasts,Rdc Breakfasts,Paid Breakfasts,Total Brk (No SSO),Free Snack,Rdc Snack,Paid Snack,Total Snacks (No SSO),SSO Lunches,SSO Breakfasts,SSO Snack,Special Milk,Free Lunch Amt,Rdc Lunch Amt,Paid Lunch Amt,SSO Lunch Amt,Free Breakfast Amt,Rdc Breakfast Amt,Paid Breakfast Amt,SSO Breakfast Amt,Free Snack Amt,Rdc Snack Amt,Paid Snack Amt,SSO Snack Amt,Special Milk Amt,FFVP Amt,SubTotal,SSO Liquor Tax,NSLP Liquor Tax,Total Liquor Tax,Total Reimbursement,
CACHE SCHOOL DISTRICT,04,SKY VIEW HIGH, 04-706,1301,9/1/2021,Paid,Regular School,Public,,236,125,1201,1562,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,20,381,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7617,728,0,0,0.0000,0.0000,0.0000,32886.3975,0.0000,0.0000,0.0000,1792.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,34679.0975,6474.4500,0.0000,6474.4500,41153.5475,
CACHE SCHOOL DISTRICT,04,SOUTH CACHE 8/9 CENTER, 04-410,1299,9/1/2021,Paid,Regular School,Public,,201,77,771,1049,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,11,35,0,20,648,50,0,0,0,0,0,0,0,0,0,0,0,0,88,14,282,384,12950,1009,0,0,0.0000,0.0000,0.0000,55911.6250,0.0000,0.0000,0.0000,2484.6625,88.0000,14.0000,282.0000,0.0000,0.0000,0.00,58780.2875,11007.5000,0.0000,11007.5000,69787.7875,
CACHE SCHOOL DISTRICT,04,SPRING CREEK MIDDLE, 04-330,1295,9/1/2021,Paid,Regular School,Public,,105,58,686,849,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,14,8,0,20,519,19,0,0,0,0,0,0,0,0,0,0,0,0,41,5,71,117,10379,389,0,0,0.0000,0.0000,0.0000,44811.3325,0.0000,0.0000,0.0000,957.9125,41.0000,5.0000,71.0000,0.0000,0.0000,0.00,45886.2450,8822.1500,0.0000,8822.1500,54708.3950,
CACHE SCHOOL DISTRICT,04,STUDENT SUPPORT SERVICES, 04-610,5451,9/1/2021,Paid,Regular School,Public,,6,1,27,34,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,20,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,341,0,0,0.0000,0.0000,0.0000,1351.3775,0.0000,0.0000,0.0000,839.7125,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,2191.0900,266.0500,0.0000,266.0500,2457.1400,
CACHE SCHOOL DISTRICT,04,SUMMIT ELEMENTARY, 04-164,1291,9/1/2021,Paid,Regular School,Public,,163,63,500,726,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,12,37,0,20,417,93,0,0,0,0,0,0,0,0,0,0,0,0,211,25,206,442,8341,1864,0,0,0.0000,0.0000,0.0000,36012.2675,0.0000,0.0000,0.0000,4590.1000,211.0000,25.0000,206.0000,0.0000,0.0000,0.00,41044.3675,7089.8500,0.0000,7089.8500,48134.2175,
CACHE SCHOOL DISTRICT,04,SUNRISE ELEMENTARY, 04-166,1292,9/1/2021,Paid,Regular School,Public,,69,50,676,795,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,12,33,0,20,420,67,0,0,0,0,0,0,0,0,0,0,0,0,79,28,291,398,8391,1331,0,0,0.0000,0.0000,0.0000,36228.1425,0.0000,0.0000,0.0000,3277.5875,79.0000,28.0000,291.0000,0.0000,0.0000,0.00,39903.7300,7132.3500,0.0000,7132.3500,47036.0800,
CACHE SCHOOL DISTRICT,04,WELLSVILLE ELEMENTARY, 04-170,1293,9/1/2021,Paid,Regular School,Public,,55,20,447,522,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,14,8,0,20,344,25,0,0,0,0,0,0,0,0,0,0,0,0,66,0,49,115,6873,503,0,0,0.0000,0.0000,0.0000,29674.1775,0.0000,0.0000,0.0000,1238.6375,66.0000,0.0000,49.0000,0.0000,0.0000,0.00,31027.8150,5842.0500,0.0000,5842.0500,36869.8650,
CACHE SCHOOL DISTRICT,04,WHITE PINE ELEMENTARY (FORMERLY PARK ELEMENTARY), 04-152,1010,9/1/2021,Paid,Regular School,Public,,91,40,275,406,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,12,11,0,20,279,74,0,0,0,0,0,0,0,0,0,0,0,0,55,0,78,133,5583,1487,0,0,0.0000,0.0000,0.0000,24104.6025,0.0000,0.0000,0.0000,3661.7375,55.0000,0.0000,78.0000,0.0000,0.0000,0.00,27899.3400,4745.5500,0.0000,4745.5500,32644.8900,
CACHE SCHOOL DISTRICT,04,BIRCH CREEK ELEMENTARY, 04-106,5427,10/1/2021,Paid,Regular School,Public,,126,40,486,652,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,12,36,0,18,402,93,0,0,0,0,0,0,0,0,0,0,0,0,180,76,177,433,7227,1679,0,0,0.0000,0.0000,0.0000,31202.5725,0.0000,0.0000,0.0000,4134.5375,180.0000,76.0000,177.0000,0.0000,0.0000,0.00,35770.1100,6142.9500,0.0000,6142.9500,41913.0600,
CACHE SCHOOL DISTRICT,04,CANYON ELEMENTARY, 04-109,1284,10/1/2021,Paid,Regular School,Public,,135,76,502,713,0,Participating - Less than 50%,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,19,53,0,19,467,99,0,0,0,0,0,0,0,0,0,0,0,0,375,107,523,1005,8869,1874,0,0,0.0000,0.0000,0.0000,38291.9075,0.0000,0.0000,0.0000,4614.7250,375.0000,107.0000,523.0000,0.0000,0.0000,0.00,43911.6325,7538.6500,0.0000,7538.6500,51450.2825,
CACHE SCHOOL DISTRICT,04,CEDAR RIDGE ELEMENTARY, 04-111,6048,10/1/2021,Paid,Regular School,Public,,60,18,686,764,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,0,0,0,0,0,15,35,0,19,461,77,0,0,0,0,0,0,0,0,0,0,0,0,143,51,333,527,8767,1454,0,0,0.0000,0.0000,0.0000,37851.5225,0.0000,0.0000,0.0000,3580.4750,143.0000,51.0000,333.0000,0.0000,0.0000,0.00,41958.9975,7451.9500,0.0000,7451.9500,49410.9475,
CACHE SCHOOL DISTRICT,04,GREEN CANYON HIGH SCHOOL, 04-703,6046,10/1/2021,Paid,Regular School,Public,,184,48,1443,1675,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,19,500,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9495,910,0,0,0.0000,0.0000,0.0000,40994.6625,0.0000,0.0000,0.0000,2240.8750,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,43235.5375,8070.7500,0.0000,8070.7500,51306.2875,
CACHE SCHOOL DISTRICT,04,GREENVILLE ELEMENTARY, 04-118,1285,10/1/2021,Paid,Regular School,Public,,80,24,378,482,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,15,35,0,19,304,49,0,0,0,0,0,0,0,0,0,0,0,0,146,100,280,526,5767,938,0,0,0.0000,0.0000,0.0000,24899.0225,0.0000,0.0000,0.0000,2309.8250,146.0000,100.0000,280.0000,0.0000,0.0000,0.00,27734.8475,4901.9500,0.0000,4901.9500,32636.7975,
CACHE SCHOOL DISTRICT,04,HERITAGE ELEMENTARY, 04-120,5428,10/1/2021,Paid,Regular School,Public,,87,26,652,765,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,12,28,0,19,485,68,0,0,0,0,0,0,0,0,0,0,0,0,61,28,244,333,9218,1291,0,0,0.0000,0.0000,0.0000,39798.7150,0.0000,0.0000,0.0000,3179.0875,61.0000,28.0000,244.0000,0.0000,0.0000,0.00,43310.8025,7835.3000,0.0000,7835.3000,51146.1025,
CACHE SCHOOL DISTRICT,04,LEWISTON ELEMENTARY, 04-124,1008,10/1/2021,Paid,Regular School,Public,,83,42,384,509,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,16,45,0,19,313,39,0,0,0,0,0,0,0,0,0,0,0,0,110,65,539,714,5950,745,0,0,0.0000,0.0000,0.0000,25689.1250,0.0000,0.0000,0.0000,1834.5625,110.0000,65.0000,539.0000,0.0000,0.0000,0.00,28237.6875,5057.5000,0.0000,5057.5000,33295.1875,
CACHE SCHOOL DISTRICT,04,LINCOLN ELEMENTARY, 04-128,1009,10/1/2021,Paid,Regular School,Public,,91,23,372,486,0,Participating - Less than 50%,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,19,42,0,19,340,74,0,0,0,0,0,0,0,0,0,0,0,0,159,92,543,794,6454,1409,0,0,0.0000,0.0000,0.0000,27865.1450,0.0000,0.0000,0.0000,3469.6625,159.0000,92.0000,543.0000,0.0000,0.0000,0.00,32128.8075,5485.9000,0.0000,5485.9000,37614.7075,
CACHE SCHOOL DISTRICT,04,MILLVILLE ELEMENTARY, 04-132,1286,10/1/2021,Paid,Regular School,Public,,90,34,359,483,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,14,30,0,19,303,50,0,0,0,0,0,0,0,0,0,0,0,0,166,21,230,417,5756,958,0,0,0.0000,0.0000,0.0000,24851.5300,0.0000,0.0000,0.0000,2359.0750,166.0000,21.0000,230.0000,0.0000,0.0000,0.00,27627.6050,4892.6000,0.0000,4892.6000,32520.2050,
CACHE SCHOOL DISTRICT,04,MOUNTAIN CREST HIGH, 04-702,1300,10/1/2021,Paid,Regular School,Public,,194,53,1273,1520,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,680,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12241,1499,0,0,0.0000,0.0000,0.0000,52850.5175,0.0000,0.0000,0.0000,3691.2875,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,56541.8050,10404.8500,0.0000,10404.8500,66946.6550,
CACHE SCHOOL DISTRICT,04,MOUNTAINSIDE ELEMENTARY, 04-130,5030,10/1/2021,Paid,Regular School,Public,,52,8,382,442,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,14,27,0,19,281,47,0,0,0,0,0,0,0,0,0,0,0,0,70,1,310,381,5344,886,0,0,0.0000,0.0000,0.0000,23072.7200,0.0000,0.0000,0.0000,2181.7750,70.0000,1.0000,310.0000,0.0000,0.0000,0.00,25635.4950,4542.4000,0.0000,4542.4000,30177.8950,
CACHE SCHOOL DISTRICT,04,NIBLEY ELEMENTARY, 04-140,1287,10/1/2021,Paid,Regular School,Public,,64,22,367,453,0,Participating - Less than 50%,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,18,39,0,19,282,35,0,0,0,0,0,0,0,0,0,0,0,0,95,92,508,695,5355,660,0,0,0.0000,0.0000,0.0000,23120.2125,0.0000,0.0000,0.0000,1625.2500,95.0000,92.0000,508.0000,0.0000,0.0000,0.00,25440.4625,4551.7500,0.0000,4551.7500,29992.2125,
CACHE SCHOOL DISTRICT,04,NORTH CACHE 8/9 CENTER, 04-406,1298,10/1/2021,Paid,Regular School,Public,,137,43,919,1099,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,12,21,0,18,655,38,0,0,0,0,0,0,0,0,0,0,0,0,66,11,169,246,11781,679,0,0,0.0000,0.0000,0.0000,50864.4675,0.0000,0.0000,0.0000,1672.0375,66.0000,11.0000,169.0000,0.0000,0.0000,0.00,52782.5050,10013.8500,0.0000,10013.8500,62796.3550,
CACHE SCHOOL DISTRICT,04,NORTH PARK ELEMENTARY, 04-144,1288,10/1/2021,Paid,Regular School,Public,,61,18,376,455,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,15,23,0,19,265,51,0,0,0,0,0,0,0,0,0,0,0,0,134,0,209,343,5031,961,0,0,0.0000,0.0000,0.0000,21721.3425,0.0000,0.0000,0.0000,2366.4625,134.0000,0.0000,209.0000,0.0000,0.0000,0.00,24430.8050,4276.3500,0.0000,4276.3500,28707.1550,
CACHE SCHOOL DISTRICT,04,PROVIDENCE ELEMENTARY, 04-156,1289,10/1/2021,Paid,Regular School,Public,,57,25,684,766,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,15,14,0,19,445,84,0,0,0,0,0,0,0,0,0,0,0,0,48,23,132,203,8449,1591,0,0,0.0000,0.0000,0.0000,36478.5575,0.0000,0.0000,0.0000,3917.8375,48.0000,23.0000,132.0000,0.0000,0.0000,0.00,40599.3950,7181.6500,0.0000,7181.6500,47781.0450,
CACHE SCHOOL DISTRICT,04,RIDGELINE HIGH SCHOOL, 04-705,5955,10/1/2021,Paid,Regular School,Public,,150,48,1566,1764,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,17,589,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10018,386,0,0,0.0000,0.0000,0.0000,43252.7150,0.0000,0.0000,0.0000,950.5250,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,44203.2400,8515.3000,0.0000,8515.3000,52718.5400,
CACHE SCHOOL DISTRICT,04,RIVER HEIGHTS ELEMENTARY, 04-160,1290,10/1/2021,Paid,Regular School,Public,,76,9,473,558,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,15,8,0,19,290,38,0,0,0,0,0,0,0,0,0,0,0,0,2,16,102,120,5502,731,0,0,0.0000,0.0000,0.0000,23754.8850,0.0000,0.0000,0.0000,1800.0875,2.0000,16.0000,102.0000,0.0000,0.0000,0.00,25674.9725,4676.7000,0.0000,4676.7000,30351.6725,
CACHE SCHOOL DISTRICT,04,SKY VIEW HIGH, 04-706,1301,10/1/2021,Paid,Regular School,Public,,184,57,1310,1551,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,386,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6946,361,0,0,0.0000,0.0000,0.0000,29989.3550,0.0000,0.0000,0.0000,888.9625,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,30878.3175,5904.1000,0.0000,5904.1000,36782.4175,
CACHE SCHOOL DISTRICT,04,SOUTH CACHE 8/9 CENTER, 04-410,1299,10/1/2021,Paid,Regular School,Public,,177,43,828,1048,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,15,37,0,18,667,51,0,0,0,0,0,0,0,0,0,0,0,0,111,17,430,558,12006,921,0,0,0.0000,0.0000,0.0000,51835.9050,0.0000,0.0000,0.0000,2267.9625,111.0000,17.0000,430.0000,0.0000,0.0000,0.00,54661.8675,10205.1000,0.0000,10205.1000,64866.9675,
CACHE SCHOOL DISTRICT,04,SPRING CREEK MIDDLE, 04-330,1295,10/1/2021,Paid,Regular School,Public,,92,38,717,847,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,14,12,0,17,524,22,0,0,0,0,0,0,0,0,0,0,0,0,51,17,99,167,8907,374,0,0,0.0000,0.0000,0.0000,38455.9725,0.0000,0.0000,0.0000,920.9750,51.0000,17.0000,99.0000,0.0000,0.0000,0.00,39543.9475,7570.9500,0.0000,7570.9500,47114.8975,
CACHE SCHOOL DISTRICT,04,STUDENT SUPPORT SERVICES, 04-610,5451,10/1/2021,Paid,Regular School,Public,,3,1,30,34,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,17,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,328,0,0,0.0000,0.0000,0.0000,1290.9325,0.0000,0.0000,0.0000,807.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,2098.6325,254.1500,0.0000,254.1500,2352.7825,
CACHE SCHOOL DISTRICT,04,SUMMIT ELEMENTARY, 04-164,1291,10/1/2021,Paid,Regular School,Public,,151,41,536,728,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,14,36,0,19,424,97,0,0,0,0,0,0,0,0,0,0,0,0,210,11,288,509,8053,1834,0,0,0.0000,0.0000,0.0000,34768.8275,0.0000,0.0000,0.0000,4516.2250,210.0000,11.0000,288.0000,0.0000,0.0000,0.00,39794.0525,6845.0500,0.0000,6845.0500,46639.1025,
CACHE SCHOOL DISTRICT,04,SUNRISE ELEMENTARY, 04-166,1292,10/1/2021,Paid,Regular School,Public,,48,21,726,795,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,14,36,0,19,432,59,0,0,0,0,0,0,0,0,0,0,0,0,59,13,433,505,8211,1122,0,0,0.0000,0.0000,0.0000,35450.9925,0.0000,0.0000,0.0000,2762.9250,59.0000,13.0000,433.0000,0.0000,0.0000,0.00,38718.9175,6979.3500,0.0000,6979.3500,45698.2675,
CACHE SCHOOL DISTRICT,04,WELLSVILLE ELEMENTARY, 04-170,1293,10/1/2021,Paid,Regular School,Public,,53,7,463,523,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,14,22,0,19,315,26,0,0,0,0,0,0,0,0,0,0,0,0,92,9,205,306,5991,488,0,0,0.0000,0.0000,0.0000,25866.1425,0.0000,0.0000,0.0000,1201.7000,92.0000,9.0000,205.0000,0.0000,0.0000,0.00,27373.8425,5092.3500,0.0000,5092.3500,32466.1925,
CACHE SCHOOL DISTRICT,04,WHITE PINE ELEMENTARY (FORMERLY PARK ELEMENTARY), 04-152,1010,10/1/2021,Paid,Regular School,Public,,72,30,303,405,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,13,12,0,19,280,70,0,0,0,0,0,0,0,0,0,0,0,0,40,1,115,156,5316,1336,0,0,0.0000,0.0000,0.0000,22951.8300,0.0000,0.0000,0.0000,3289.9000,40.0000,1.0000,115.0000,0.0000,0.0000,0.00,26397.7300,4518.6000,0.0000,4518.6000,30916.3300,
CACHE SCHOOL DISTRICT,04,BIRCH CREEK ELEMENTARY, 04-106,5427,11/1/2021,Paid,Regular School,Public,,128,39,489,656,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,10,35,0,17,379,74,0,0,0,0,0,0,0,0,0,0,0,0,136,56,162,354,6438,1258,0,0,0.0000,0.0000,0.0000,27796.0650,0.0000,0.0000,0.0000,3097.8250,136.0000,56.0000,162.0000,0.0000,0.0000,0.00,31247.8900,5472.3000,0.0000,5472.3000,36720.1900,
CACHE SCHOOL DISTRICT,04,CANYON ELEMENTARY, 04-109,1284,11/1/2021,Paid,Regular School,Public,,135,77,507,719,0,Participating - Less than 50%,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,14,57,0,17,474,97,0,0,0,0,0,0,0,0,0,0,0,0,298,62,441,801,8050,1647,0,0,0.0000,0.0000,0.0000,34755.8750,0.0000,0.0000,0.0000,4055.7375,298.0000,62.0000,441.0000,0.0000,0.0000,0.00,39612.6125,6842.5000,0.0000,6842.5000,46455.1125,
CACHE SCHOOL DISTRICT,04,CEDAR RIDGE ELEMENTARY, 04-111,6048,11/1/2021,Paid,Regular School,Public,,60,18,688,766,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,0,0,0,0,0,10,38,0,17,453,72,0,0,0,0,0,0,0,0,0,0,0,0,102,31,243,376,7709,1219,0,0,0.0000,0.0000,0.0000,33283.6075,0.0000,0.0000,0.0000,3001.7875,102.0000,31.0000,243.0000,0.0000,0.0000,0.00,36661.3950,6552.6500,0.0000,6552.6500,43214.0450,
CACHE SCHOOL DISTRICT,04,GREEN CANYON HIGH SCHOOL, 04-703,6046,11/1/2021,Paid,Regular School,Public,,186,50,1435,1671,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,524,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9425,946,0,0,0.0000,0.0000,0.0000,40692.4375,0.0000,0.0000,0.0000,2329.5250,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,43021.9625,8011.2500,0.0000,8011.2500,51033.2125,
CACHE SCHOOL DISTRICT,04,GREENVILLE ELEMENTARY, 04-118,1285,11/1/2021,Paid,Regular School,Public,,85,23,377,485,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,10,42,0,17,283,42,0,0,0,0,0,0,0,0,0,0,0,0,157,48,219,424,4807,720,0,0,0.0000,0.0000,0.0000,20754.2225,0.0000,0.0000,0.0000,1773.0000,157.0000,48.0000,219.0000,0.0000,0.0000,0.00,22951.2225,4085.9500,0.0000,4085.9500,27037.1725,
CACHE SCHOOL DISTRICT,04,HERITAGE ELEMENTARY, 04-120,5428,11/1/2021,Paid,Regular School,Public,,88,27,643,758,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,10,27,0,17,491,78,0,0,0,0,0,0,0,0,0,0,0,0,54,15,205,274,8339,1323,0,0,0.0000,0.0000,0.0000,36003.6325,0.0000,0.0000,0.0000,3257.8875,54.0000,15.0000,205.0000,0.0000,0.0000,0.00,39535.5200,7088.1500,0.0000,7088.1500,46623.6700,
CACHE SCHOOL DISTRICT,04,LEWISTON ELEMENTARY, 04-124,1008,11/1/2021,Paid,Regular School,Public,,84,41,387,512,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,9,44,0,17,320,35,0,0,0,0,0,0,0,0,0,0,0,0,62,29,305,396,5447,600,0,0,0.0000,0.0000,0.0000,23517.4225,0.0000,0.0000,0.0000,1477.5000,62.0000,29.0000,305.0000,0.0000,0.0000,0.00,25390.9225,4629.9500,0.0000,4629.9500,30020.8725,
CACHE SCHOOL DISTRICT,04,LINCOLN ELEMENTARY, 04-128,1009,11/1/2021,Paid,Regular School,Public,,93,23,373,489,0,Participating - Less than 50%,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,12,44,0,17,342,77,0,0,0,0,0,0,0,0,0,0,0,0,97,58,367,522,5811,1305,0,0,0.0000,0.0000,0.0000,25088.9925,0.0000,0.0000,0.0000,3213.5625,97.0000,58.0000,367.0000,0.0000,0.0000,0.00,28824.5550,4939.3500,0.0000,4939.3500,33763.9050,
CACHE SCHOOL DISTRICT,04,MILLVILLE ELEMENTARY, 04-132,1286,11/1/2021,Paid,Regular School,Public,,91,33,353,477,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,0,0,0,0,0,12,30,0,17,295,49,0,0,0,0,0,0,0,0,0,0,0,0,154,16,186,356,5022,830,0,0,0.0000,0.0000,0.0000,21682.4850,0.0000,0.0000,0.0000,2043.8750,154.0000,16.0000,186.0000,0.0000,0.0000,0.00,24082.3600,4268.7000,0.0000,4268.7000,28351.0600,
CACHE SCHOOL DISTRICT,04,MOUNTAIN CREST HIGH, 04-702,1300,11/1/2021,Paid,Regular School,Public,,195,52,1266,1513,0,Not Participating,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,18,689,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12398,1784,0,0,0.0000,0.0000,0.0000,53528.3650,0.0000,0.0000,0.0000,4393.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,57921.4650,10538.3000,0.0000,10538.3000,68459.7650,
CACHE SCHOOL DISTRICT,04,MOUNTAINSIDE ELEMENTARY, 04-130,5030,11/1/2021,Paid,Regular School,Public,,51,11,381,443,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,10,36,0,17,302,48,0,0,0,0,0,0,0,0,0,0,0,0,71,0,290,361,5131,822,0,0,0.0000,0.0000,0.0000,22153.0925,0.0000,0.0000,0.0000,2024.1750,71.0000,0.0000,290.0000,0.0000,0.0000,0.00,24538.2675,4361.3500,0.0000,4361.3500,28899.6175,
CACHE SCHOOL DISTRICT,04,NIBLEY ELEMENTARY, 04-140,1287,11/1/2021,Paid,Regular School,Public,,64,22,366,452,0,Participating - Less than 50%,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,12,45,0,17,283,35,0,0,0,0,0,0,0,0,0,0,0,0,69,58,417,544,4810,589,0,0,0.0000,0.0000,0.0000,20767.1750,0.0000,0.0000,0.0000,1450.4125,69.0000,58.0000,417.0000,0.0000,0.0000,0.00,22761.5875,4088.5000,0.0000,4088.5000,26850.0875,
CACHE SCHOOL DISTRICT,04,NORTH CACHE 8/9 CENTER, 04-406,1298,11/1/2021,Paid,Regular School,Public,,138,42,921,1101,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,9,18,0,17,698,34,0,0,0,0,0,0,0,0,0,0,0,0,46,8,109,163,11863,570,0,0,0.0000,0.0000,0.0000,51218.5025,0.0000,0.0000,0.0000,1403.6250,46.0000,8.0000,109.0000,0.0000,0.0000,0.00,52785.1275,10083.5500,0.0000,10083.5500,62868.6775,
CACHE SCHOOL DISTRICT,04,NORTH PARK ELEMENTARY, 04-144,1288,11/1/2021,Paid,Regular School,Public,,62,18,381,461,0,Participating - Less than 50%,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,0,0,0,0,0,14,28,0,17,260,47,0,0,0,0,0,0,0,0,0,0,0,0,114,0,272,386,4413,798,0,0,0.0000,0.0000,0.0000,19053.1275,0.0000,0.0000,0.0000,1965.0750,114.0000,0.0000,272.0000,0.0000,0.0000,0.00,21404.2025,3751.0500,0.0000,3751.0500,25155.2525,
